column,row,label,context,label_clean,kg_labels,kg_aliases,method,kg_descriptions,pagerank,retrieval_score,GT_kg_id,GT_kg_label,evaluation_label
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Sc. Infanzia Di Tressano,,fuzzy-augmented,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E],4.396342818860957e-09,33.175827,Q52782022,Sc. Infanzia Di Tressano,1
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Sc. Primaria Di Tressano,,fuzzy-augmented,primary school in Castellarano in the province of Reggio Emilia (Italy) [school id: REEE83703R],4.396342818860957e-09,24.95414,Q52782022,Sc. Infanzia Di Tressano,-1
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Adolfo Toledo Infanzón,"A. T. Infanzón|Adolfo T. Infanzón|Adolfo T. Infanzon|Adolfo Toledo Infanzon|Infanzon, A. T.|Infanzón, A. T.|A. T. Infanzon",fuzzy-augmented,politician,3.5396131256502836e-09,24.845255,Q52782022,Sc. Infanzia Di Tressano,-1
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Tristan de Clermont|Tristan de Clermont-Lodève|Tristano di Chiaromonte,"Tristano di Chiaromonte|Tristan de Clermont-Lodeve|Tristano di Clermont|Clermont, T. D.|Bartholomew de Clermont-Lodève|Bartholomew D. Clermont-Lodève|T. D. Clermont|Tristan D. Clermont|Tristano D. Chiaromonte|Bartholomew de Clermont-Lodeve",fuzzy-augmented,"Count of Copertino, lord of  Clermont-Lodève",5.610618429648439e-09,21.153866,Q52782022,Sc. Infanzia Di Tressano,-1
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Phoenix SC,"P. SC|SC, P.|phnixhamsta|PhoenixSC",fuzzy-augmented,YouTuber,3.5396131256502836e-09,20.440422,Q52782022,Sc. Infanzia Di Tressano,-1
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Leong SC,"SC, L.|L. SC",fuzzy-augmented,researcher,3.5396131256502836e-09,20.440422,Q52782022,Sc. Infanzia Di Tressano,-1
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Amenagement Sc,"A. Sc|Sc, A.",fuzzy-augmented,,3.5396131256502836e-09,20.440422,Q52782022,Sc. Infanzia Di Tressano,-1
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Mazzo Di Valt. Sc. Infanzia,,fuzzy-augmented,kindergarten in Mazzo Di Valtellina in the province of Sondrio (Italy) [school id: SOAA82403T],4.375485534182157e-09,19.914722,Q52782022,Sc. Infanzia Di Tressano,-1
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Sc. Infanzia Isola Di Compiano,,fuzzy-augmented,kindergarten in Compiano in the province of Parma (Italy) [school id: PRAA817038],4.3795548009040395e-09,19.914722,Q52782022,Sc. Infanzia Di Tressano,-1
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Sc. Dell\Infanzia Di Cambroso,,fuzzy-augmented,kindergarten in Codevigo in the province of Padova (Italy) [school id: PDAA87001R],4.35728235486111e-09,19.914722,Q52782022,Sc. Infanzia Di Tressano,-1
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Sc. Infanzia Di Ca\Savio,,fuzzy-augmented,kindergarten in Cavallino-Treporti in the province of Venezia (Italy) [school id: VEAA83301X],4.404255693265095e-09,19.914722,Q52782022,Sc. Infanzia Di Tressano,-1
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Scuola Infanzia Di Incisa Sc.,,fuzzy-augmented,kindergarten in Incisa Scapaccino in the province of Asti (Italy) [school id: ATAA815038],4.352943525896331e-09,19.914722,Q52782022,Sc. Infanzia Di Tressano,-1
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Agence Mapez Sc,"Agence M. Sc|Sc, A. M.|A. M. Sc",fuzzy-augmented,,3.5396131256502836e-09,19.370527,Q52782022,Sc. Infanzia Di Tressano,-1
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Nara Press Sc,"Nara P. Sc|Sc, N. P.|N. P. Sc",fuzzy-augmented,,3.5396131256502836e-09,19.370527,Q52782022,Sc. Infanzia Di Tressano,-1
